Runs,best_params_,drop_text__accept_sparse,drop_text__func,drop_text__inv_kw_args,drop_text__inverse_func,drop_text__kw_args,drop_text__pass_y,drop_text__validate,encode__default,encode__df_out,encode__features_category,encode__features_contentRating,encode__features_installs,encode__input_df,encode__sparse,folds,forest__bootstrap,forest__class_weight,forest__criterion,forest__max_depth,forest__max_features,forest__max_leaf_nodes,forest__min_impurity_decrease,forest__min_impurity_split,forest__min_samples_leaf,forest__min_samples_split,forest__min_weight_fraction_leaf,forest__n_estimators,forest__n_jobs,forest__oob_score,forest__random_state,forest__verbose,forest__warm_start,param_grid,score_accuracy_test_mean,score_accuracy_test_std,score_accuracy_train_mean,score_accuracy_train_std,score_f1_weighted_test_mean,score_f1_weighted_test_std,score_f1_weighted_train_mean,score_f1_weighted_train_std,score_precision_weighted_test_mean,score_precision_weighted_test_std,score_precision_weighted_train_mean,score_precision_weighted_train_std,score_recall_weighted_test_mean,score_recall_weighted_test_std,score_recall_weighted_train_mean,score_recall_weighted_train_std,step_1_est,step_1_name,step_2_est,step_2_name,step_3_est,step_3_name,time_fit_mean,time_fit_std,time_score_mean,time_score_std,gradient__criterion,gradient__init,gradient__learning_rate,gradient__loss,gradient__max_depth,gradient__max_features,gradient__max_leaf_nodes,gradient__min_impurity_decrease,gradient__min_impurity_split,gradient__min_samples_leaf,gradient__min_samples_split,gradient__min_weight_fraction_leaf,gradient__n_estimators,gradient__presort,gradient__random_state,gradient__subsample,gradient__verbose,gradient__warm_start
0,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 75, 'forest__warm_start': False}",False,<function drop_text at 0x7f157ae47d90>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",['LabelEncoder'],['LabelEncoder'],False,False,10,1.0,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,75.0,1.0,0.0,None,0.0,0.0,"{'forest__criterion': ['gini', 'entropy'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.35432679438644793,0.03668790133198231,0.3889462524905173,0.003314801423507974,0.3377955572115645,0.034781642059525206,0.3785876041956022,0.005440081464101154,0.3596206812302914,0.03926148403268335,0.3921948606522451,0.0033700744620804145,0.35432679438644793,0.03668790133198231,0.3889462524905173,0.003314801423507974,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,3.210267519950867,0.04150398218428261,0.11114110946655273,0.011497211208599171,,,,,,,,,,,,,,,,,,
1,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 150}",False,<function drop_text at 0x7f157ae47d90>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",['LabelEncoder'],['LabelEncoder'],False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.37298764865588313,0.038916392303857766,0.5676901772911134,0.0027497688365547375,0.36616773271075215,0.03708812473986481,0.566153935651999,0.0028067148600863395,0.3782916395440506,0.040846317429014484,0.5707966951806933,0.0025453548182556656,0.37298764865588313,0.038916392303857766,0.5676901772911134,0.0027497688365547375,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,11.935609483718872,0.12583178015872779,0.17425429821014404,0.01827848748042727,friedman_mse,None,0.1,deviance,5,sqrt,None,0.0,None,1,2,0.0,150,auto,None,1.0,0,False
