,y_eval,y_pred,diff
2699,4.0,4.0,0.0
2736,2.0,1.0,-1.0
2743,4.0,3.0,-1.0
2778,4.0,3.0,-1.0
2779,4.0,3.0,-1.0
2794,1.0,2.0,1.0
2816,1.0,3.0,2.0
3005,1.0,2.0,1.0
3012,4.0,3.0,-1.0
3081,4.0,3.0,-1.0
4558,3.0,2.0,-1.0
5459,2.0,1.0,-1.0
5460,2.0,2.0,0.0
5461,3.0,1.0,-2.0
5462,1.0,3.0,2.0
5463,2.0,3.0,1.0
5464,4.0,4.0,0.0
5465,4.0,3.0,-1.0
5466,4.0,4.0,0.0
5467,1.0,2.0,1.0
5468,4.0,1.0,-3.0
5469,2.0,1.0,-1.0
5470,3.0,3.0,0.0
5471,1.0,4.0,3.0
5472,1.0,3.0,2.0
5473,3.0,4.0,1.0
5474,3.0,4.0,1.0
5475,3.0,4.0,1.0
5476,4.0,2.0,-2.0
5477,3.0,3.0,0.0
5478,4.0,1.0,-3.0
5479,1.0,2.0,1.0
5480,1.0,3.0,2.0
5481,3.0,3.0,0.0
5482,3.0,3.0,0.0
5483,4.0,1.0,-3.0
5484,3.0,1.0,-2.0
5485,1.0,2.0,1.0
5486,3.0,1.0,-2.0
5487,3.0,2.0,-1.0
5488,1.0,2.0,1.0
5489,1.0,1.0,0.0
5490,3.0,2.0,-1.0
5491,1.0,4.0,3.0
5492,3.0,3.0,0.0
5493,4.0,4.0,0.0
5494,3.0,3.0,0.0
5495,1.0,3.0,2.0
5496,3.0,3.0,0.0
5497,2.0,1.0,-1.0
5498,2.0,4.0,2.0
5499,2.0,1.0,-1.0
5500,1.0,1.0,0.0
5501,2.0,1.0,-1.0
5502,1.0,1.0,0.0
5503,3.0,3.0,0.0
5504,4.0,1.0,-3.0
5505,1.0,2.0,1.0
5506,1.0,1.0,0.0
5507,2.0,3.0,1.0
5508,2.0,3.0,1.0
5509,3.0,2.0,-1.0
5510,3.0,4.0,1.0
5511,4.0,3.0,-1.0
5512,4.0,3.0,-1.0
5513,3.0,2.0,-1.0
5514,3.0,3.0,0.0
5515,3.0,3.0,0.0
5516,1.0,2.0,1.0
5517,4.0,3.0,-1.0
5518,3.0,1.0,-2.0
5519,3.0,2.0,-1.0
5520,3.0,1.0,-2.0
5521,3.0,3.0,0.0
5522,1.0,1.0,0.0
5523,1.0,2.0,1.0
5524,3.0,4.0,1.0
5525,4.0,1.0,-3.0
5526,3.0,1.0,-2.0
5527,2.0,2.0,0.0
5528,2.0,1.0,-1.0
5529,1.0,1.0,0.0
5530,2.0,1.0,-1.0
5531,3.0,4.0,1.0
5532,2.0,4.0,2.0
5533,1.0,3.0,2.0
5534,4.0,2.0,-2.0
5535,4.0,2.0,-2.0
5536,4.0,3.0,-1.0
5537,1.0,4.0,3.0
5538,1.0,3.0,2.0
5539,2.0,4.0,2.0
5540,4.0,4.0,0.0
5541,1.0,3.0,2.0
5542,2.0,4.0,2.0
5543,2.0,2.0,0.0
5544,2.0,3.0,1.0
