,y_eval,y_pred,diff
4522,4.0,4.0,0.0
4523,3.0,4.0,1.0
4526,3.0,2.0,-1.0
4527,3.0,3.0,0.0
4528,3.0,3.0,0.0
4529,3.0,3.0,0.0
4530,3.0,1.0,-2.0
4541,3.0,3.0,0.0
4542,1.0,2.0,1.0
4546,3.0,1.0,-2.0
4547,3.0,3.0,0.0
4549,4.0,4.0,0.0
4550,4.0,4.0,0.0
4551,3.0,1.0,-2.0
4557,4.0,3.0,-1.0
4564,3.0,3.0,0.0
4565,3.0,2.0,-1.0
4571,3.0,3.0,0.0
4576,2.0,1.0,-1.0
4578,4.0,2.0,-2.0
4579,3.0,2.0,-1.0
4580,3.0,1.0,-2.0
4581,1.0,3.0,2.0
4582,4.0,4.0,0.0
4583,2.0,2.0,0.0
4586,3.0,2.0,-1.0
4587,4.0,4.0,0.0
4588,1.0,1.0,0.0
4590,1.0,2.0,1.0
4595,1.0,3.0,2.0
4598,4.0,4.0,0.0
4606,2.0,3.0,1.0
4613,4.0,4.0,0.0
4615,1.0,1.0,0.0
4617,4.0,3.0,-1.0
4618,1.0,2.0,1.0
4627,3.0,3.0,0.0
4630,4.0,1.0,-3.0
4631,4.0,2.0,-2.0
4634,3.0,2.0,-1.0
4641,2.0,2.0,0.0
4644,2.0,4.0,2.0
4651,3.0,1.0,-2.0
4653,3.0,3.0,0.0
4654,3.0,2.0,-1.0
4657,1.0,1.0,0.0
4659,4.0,3.0,-1.0
4668,4.0,3.0,-1.0
4672,4.0,2.0,-2.0
4673,4.0,2.0,-2.0
4678,4.0,3.0,-1.0
4680,1.0,2.0,1.0
4683,1.0,4.0,3.0
4685,3.0,1.0,-2.0
4689,3.0,3.0,0.0
4691,2.0,3.0,1.0
4692,4.0,4.0,0.0
4695,3.0,1.0,-2.0
4704,4.0,4.0,0.0
4708,1.0,1.0,0.0
4711,1.0,2.0,1.0
4713,2.0,2.0,0.0
4716,4.0,3.0,-1.0
4726,3.0,4.0,1.0
4727,1.0,2.0,1.0
4729,2.0,3.0,1.0
4732,3.0,1.0,-2.0
4734,4.0,3.0,-1.0
4736,2.0,2.0,0.0
4739,1.0,1.0,0.0
4740,2.0,2.0,0.0
4743,3.0,2.0,-1.0
4745,4.0,2.0,-2.0
4746,4.0,2.0,-2.0
4748,3.0,2.0,-1.0
4750,3.0,1.0,-2.0
4972,4.0,3.0,-1.0
4973,2.0,2.0,0.0
4974,3.0,3.0,0.0
4975,2.0,3.0,1.0
4976,3.0,2.0,-1.0
4977,2.0,3.0,1.0
4978,4.0,4.0,0.0
4979,1.0,3.0,2.0
4980,1.0,1.0,0.0
4981,1.0,2.0,1.0
4982,1.0,1.0,0.0
4983,2.0,1.0,-1.0
4984,1.0,1.0,0.0
4985,2.0,2.0,0.0
4986,1.0,1.0,0.0
4987,3.0,1.0,-2.0
4988,1.0,1.0,0.0
4989,2.0,3.0,1.0
4990,3.0,3.0,0.0
4991,3.0,2.0,-1.0
4992,2.0,2.0,0.0
4993,3.0,4.0,1.0
4994,2.0,2.0,0.0
4995,2.0,1.0,-1.0
4996,1.0,2.0,1.0
4997,1.0,2.0,1.0
4998,3.0,2.0,-1.0
4999,2.0,4.0,2.0
5000,2.0,1.0,-1.0
5001,2.0,2.0,0.0
5002,3.0,3.0,0.0
5003,3.0,1.0,-2.0
5004,1.0,3.0,2.0
5005,1.0,3.0,2.0
5006,4.0,4.0,0.0
5007,1.0,3.0,2.0
5008,3.0,3.0,0.0
5009,3.0,2.0,-1.0
5010,4.0,3.0,-1.0
5011,3.0,3.0,0.0
5012,1.0,3.0,2.0
5013,1.0,2.0,1.0
5014,3.0,2.0,-1.0
5015,3.0,2.0,-1.0
5016,2.0,2.0,0.0
5017,2.0,1.0,-1.0
5018,1.0,3.0,2.0
5019,1.0,2.0,1.0
5020,3.0,2.0,-1.0
5021,2.0,1.0,-1.0
5022,4.0,4.0,0.0
5023,3.0,4.0,1.0
5024,1.0,1.0,0.0
5025,1.0,3.0,2.0
5026,2.0,1.0,-1.0
5027,1.0,3.0,2.0
5028,3.0,3.0,0.0
5029,4.0,1.0,-3.0
5030,1.0,1.0,0.0
5031,4.0,3.0,-1.0
5032,2.0,4.0,2.0
5033,1.0,1.0,0.0
5034,1.0,3.0,2.0
5035,2.0,4.0,2.0
5036,3.0,3.0,0.0
5037,3.0,3.0,0.0
5038,1.0,1.0,0.0
5039,1.0,1.0,0.0
5040,2.0,2.0,0.0
5041,2.0,2.0,0.0
5042,2.0,3.0,1.0
5043,1.0,2.0,1.0
5044,3.0,3.0,0.0
5045,4.0,1.0,-3.0
5046,2.0,4.0,2.0
5047,1.0,3.0,2.0
5048,2.0,2.0,0.0
5049,4.0,3.0,-1.0
5050,1.0,1.0,0.0
5051,1.0,1.0,0.0
5052,3.0,3.0,0.0
5053,1.0,1.0,0.0
5054,1.0,3.0,2.0
5055,2.0,2.0,0.0
5056,1.0,3.0,2.0
5057,4.0,1.0,-3.0
5058,3.0,3.0,0.0
5059,3.0,1.0,-2.0
5060,2.0,2.0,0.0
5061,1.0,4.0,3.0
5062,2.0,4.0,2.0
5063,2.0,2.0,0.0
5064,4.0,4.0,0.0
5065,4.0,2.0,-2.0
5066,1.0,1.0,0.0
5067,1.0,2.0,1.0
5068,2.0,3.0,1.0
5069,1.0,1.0,0.0
5070,3.0,3.0,0.0
5071,3.0,3.0,0.0
5072,4.0,2.0,-2.0
5073,3.0,3.0,0.0
5074,1.0,1.0,0.0
5075,1.0,1.0,0.0
5076,4.0,2.0,-2.0
5077,2.0,4.0,2.0
5078,3.0,2.0,-1.0
5079,3.0,3.0,0.0
5080,2.0,2.0,0.0
5081,3.0,3.0,0.0
5082,1.0,1.0,0.0
5083,1.0,2.0,1.0
5084,2.0,1.0,-1.0
5085,3.0,2.0,-1.0
5086,2.0,2.0,0.0
5087,1.0,3.0,2.0
5088,1.0,4.0,3.0
5089,4.0,3.0,-1.0
5090,1.0,4.0,3.0
5091,2.0,4.0,2.0
5092,4.0,4.0,0.0
5093,2.0,4.0,2.0
5094,1.0,2.0,1.0
5095,3.0,1.0,-2.0
5096,3.0,4.0,1.0
5097,1.0,3.0,2.0
5098,2.0,2.0,0.0
5099,4.0,1.0,-3.0
5100,1.0,1.0,0.0
5101,3.0,2.0,-1.0
5102,4.0,1.0,-3.0
5103,3.0,2.0,-1.0
5104,1.0,2.0,1.0
5105,3.0,3.0,0.0
5106,3.0,3.0,0.0
5107,1.0,4.0,3.0
5108,3.0,3.0,0.0
5109,3.0,3.0,0.0
5110,4.0,2.0,-2.0
5111,1.0,3.0,2.0
5112,1.0,1.0,0.0
5113,4.0,2.0,-2.0
5114,2.0,3.0,1.0
5115,3.0,3.0,0.0
5116,3.0,1.0,-2.0
5117,1.0,3.0,2.0
5118,3.0,3.0,0.0
5119,1.0,1.0,0.0
5120,4.0,3.0,-1.0
5121,4.0,3.0,-1.0
5122,4.0,3.0,-1.0
5123,3.0,2.0,-1.0
5124,1.0,3.0,2.0
5125,2.0,3.0,1.0
5126,4.0,1.0,-3.0
5127,1.0,2.0,1.0
5128,2.0,3.0,1.0
5129,1.0,1.0,0.0
5130,1.0,2.0,1.0
5131,3.0,3.0,0.0
5132,3.0,3.0,0.0
5133,3.0,3.0,0.0
5134,4.0,4.0,0.0
5135,3.0,3.0,0.0
5136,3.0,3.0,0.0
5137,1.0,3.0,2.0
5138,3.0,3.0,0.0
5139,2.0,1.0,-1.0
5140,2.0,2.0,0.0
5141,3.0,3.0,0.0
5142,3.0,3.0,0.0
5143,3.0,3.0,0.0
5144,3.0,3.0,0.0
5145,2.0,4.0,2.0
5146,3.0,3.0,0.0
8864,2.0,4.0,2.0
12864,2.0,3.0,1.0
12867,4.0,4.0,0.0
12869,3.0,3.0,0.0
12874,2.0,3.0,1.0
12876,1.0,3.0,2.0
12878,1.0,1.0,0.0
12880,4.0,4.0,0.0
12884,4.0,4.0,0.0
12886,4.0,2.0,-2.0
12888,4.0,4.0,0.0
12890,2.0,2.0,0.0
12891,4.0,2.0,-2.0
12898,3.0,2.0,-1.0
12901,2.0,2.0,0.0
12905,1.0,3.0,2.0
12908,1.0,2.0,1.0
13288,1.0,2.0,1.0
13289,1.0,1.0,0.0
13290,3.0,1.0,-2.0
13291,3.0,3.0,0.0
13292,1.0,2.0,1.0
13293,2.0,1.0,-1.0
13294,3.0,2.0,-1.0
13295,1.0,1.0,0.0
13296,3.0,2.0,-1.0
13297,1.0,3.0,2.0
13298,1.0,3.0,2.0
13299,4.0,2.0,-2.0
13300,3.0,1.0,-2.0
13301,4.0,4.0,0.0
13302,3.0,3.0,0.0
13303,3.0,4.0,1.0
13304,4.0,2.0,-2.0
13305,2.0,3.0,1.0
13306,2.0,2.0,0.0
13307,4.0,3.0,-1.0
13629,4.0,4.0,0.0
14011,3.0,1.0,-2.0
14012,3.0,4.0,1.0
14013,3.0,1.0,-2.0
14014,3.0,3.0,0.0
14015,4.0,3.0,-1.0
14016,1.0,4.0,3.0
14017,1.0,2.0,1.0
14018,2.0,4.0,2.0
14019,1.0,2.0,1.0
14020,1.0,3.0,2.0
14021,3.0,2.0,-1.0
14022,1.0,1.0,0.0
14023,4.0,4.0,0.0
14024,3.0,3.0,0.0
14025,4.0,4.0,0.0
14026,4.0,4.0,0.0
14027,1.0,1.0,0.0
14028,3.0,2.0,-1.0
14664,2.0,3.0,1.0
14665,2.0,2.0,0.0
14711,3.0,3.0,0.0
14712,1.0,1.0,0.0
15069,2.0,3.0,1.0
15218,2.0,2.0,0.0
15712,2.0,2.0,0.0
15713,2.0,1.0,-1.0
15714,3.0,3.0,0.0
15715,3.0,4.0,1.0
15716,2.0,3.0,1.0
15717,1.0,3.0,2.0
15718,1.0,3.0,2.0
15719,1.0,4.0,3.0
15720,3.0,3.0,0.0
15721,4.0,3.0,-1.0
15722,3.0,3.0,0.0
15723,4.0,1.0,-3.0
15724,2.0,2.0,0.0
15725,3.0,3.0,0.0
15726,1.0,2.0,1.0
15727,1.0,1.0,0.0
15728,1.0,3.0,2.0
15729,2.0,2.0,0.0
15730,4.0,3.0,-1.0
15731,3.0,3.0,0.0
15732,3.0,3.0,0.0
15733,4.0,3.0,-1.0
15734,4.0,2.0,-2.0
15735,3.0,2.0,-1.0
15736,2.0,2.0,0.0
15737,2.0,4.0,2.0
15738,3.0,3.0,0.0
15739,3.0,4.0,1.0
15740,3.0,2.0,-1.0
15741,1.0,1.0,0.0
15742,4.0,3.0,-1.0
15743,2.0,4.0,2.0
15744,1.0,1.0,0.0
16209,3.0,3.0,0.0
16326,3.0,3.0,0.0
16327,3.0,4.0,1.0
16619,4.0,4.0,0.0
16621,3.0,3.0,0.0
16622,1.0,2.0,1.0
16624,1.0,1.0,0.0
16625,4.0,2.0,-2.0
16645,3.0,3.0,0.0
16661,1.0,3.0,2.0
16882,3.0,2.0,-1.0
16883,1.0,2.0,1.0
16884,3.0,2.0,-1.0
16885,3.0,2.0,-1.0
16889,2.0,3.0,1.0
16891,3.0,3.0,0.0
16895,3.0,1.0,-2.0
17012,3.0,3.0,0.0
17014,2.0,3.0,1.0
17080,2.0,2.0,0.0
17081,2.0,2.0,0.0
17106,2.0,2.0,0.0
17282,4.0,2.0,-2.0
17283,4.0,2.0,-2.0
17402,3.0,4.0,1.0
17403,3.0,2.0,-1.0
17404,2.0,3.0,1.0
17405,2.0,2.0,0.0
17406,1.0,3.0,2.0
17407,3.0,4.0,1.0
17444,2.0,2.0,0.0
17445,2.0,1.0,-1.0
17463,1.0,4.0,3.0
17464,3.0,2.0,-1.0
17465,2.0,2.0,0.0
17466,2.0,1.0,-1.0
17467,2.0,1.0,-1.0
17468,1.0,1.0,0.0
18069,1.0,1.0,0.0
18075,2.0,3.0,1.0
18077,2.0,2.0,0.0
18108,3.0,3.0,0.0
18110,3.0,2.0,-1.0
18111,3.0,1.0,-2.0
18112,4.0,3.0,-1.0
18113,1.0,3.0,2.0
18114,2.0,3.0,1.0
18115,1.0,1.0,0.0
18261,1.0,1.0,0.0
18806,1.0,2.0,1.0
18807,2.0,4.0,2.0
18808,2.0,2.0,0.0
18809,1.0,2.0,1.0
18810,4.0,1.0,-3.0
18811,4.0,3.0,-1.0
18812,1.0,1.0,0.0
18813,1.0,1.0,0.0
18814,3.0,1.0,-2.0
18815,1.0,4.0,3.0
18816,1.0,2.0,1.0
18817,2.0,2.0,0.0
18818,1.0,1.0,0.0
18819,1.0,1.0,0.0
18820,3.0,3.0,0.0
18821,4.0,1.0,-3.0
18822,1.0,1.0,0.0
18823,3.0,2.0,-1.0
18824,1.0,1.0,0.0
18825,2.0,2.0,0.0
18826,4.0,4.0,0.0
18827,1.0,1.0,0.0
18828,1.0,1.0,0.0
18829,2.0,3.0,1.0
18830,2.0,2.0,0.0
18831,2.0,2.0,0.0
18832,4.0,2.0,-2.0
18833,1.0,1.0,0.0
18834,1.0,3.0,2.0
18835,2.0,1.0,-1.0
18836,4.0,3.0,-1.0
18837,1.0,3.0,2.0
18838,1.0,1.0,0.0
18839,2.0,1.0,-1.0
18840,3.0,1.0,-2.0
18841,4.0,1.0,-3.0
18842,2.0,2.0,0.0
18843,2.0,1.0,-1.0
18844,1.0,3.0,2.0
18845,1.0,1.0,0.0
18846,1.0,4.0,3.0
18847,4.0,1.0,-3.0
18848,2.0,4.0,2.0
18849,2.0,1.0,-1.0
18850,2.0,4.0,2.0
18851,3.0,4.0,1.0
18852,3.0,1.0,-2.0
18853,2.0,1.0,-1.0
18854,2.0,3.0,1.0
18855,1.0,1.0,0.0
18856,1.0,3.0,2.0
18857,2.0,2.0,0.0
18858,1.0,2.0,1.0
18859,1.0,1.0,0.0
20642,4.0,3.0,-1.0
20643,4.0,3.0,-1.0
20644,3.0,1.0,-2.0
20764,3.0,3.0,0.0
20770,3.0,2.0,-1.0
21048,1.0,1.0,0.0
21049,4.0,4.0,0.0
21050,1.0,2.0,1.0
21051,1.0,2.0,1.0
21052,1.0,3.0,2.0
21053,1.0,3.0,2.0
21193,2.0,3.0,1.0
21327,3.0,4.0,1.0
21437,3.0,1.0,-2.0
21441,1.0,3.0,2.0
21442,2.0,3.0,1.0
21443,2.0,2.0,0.0
21444,3.0,2.0,-1.0
21445,1.0,1.0,0.0
21446,2.0,1.0,-1.0
21447,3.0,1.0,-2.0
21448,3.0,2.0,-1.0
21449,3.0,1.0,-2.0
21450,3.0,3.0,0.0
21744,2.0,1.0,-1.0
21747,1.0,1.0,0.0
21831,1.0,1.0,0.0
21832,3.0,3.0,0.0
21833,1.0,1.0,0.0
21946,1.0,1.0,0.0
21948,2.0,3.0,1.0
21949,2.0,3.0,1.0
21953,4.0,2.0,-2.0
22032,4.0,1.0,-3.0
22170,3.0,4.0,1.0
22171,2.0,3.0,1.0
22172,1.0,1.0,0.0
22377,2.0,1.0,-1.0
22545,3.0,3.0,0.0
22552,4.0,1.0,-3.0
22553,2.0,3.0,1.0
22670,1.0,1.0,0.0
22671,2.0,1.0,-1.0
22672,2.0,1.0,-1.0
22675,1.0,3.0,2.0
22677,1.0,1.0,0.0
22683,3.0,3.0,0.0
22687,1.0,1.0,0.0
22691,1.0,1.0,0.0
22725,3.0,3.0,0.0
22726,4.0,3.0,-1.0
22727,1.0,1.0,0.0
22728,3.0,3.0,0.0
22729,4.0,4.0,0.0
22730,3.0,2.0,-1.0
22731,1.0,3.0,2.0
22883,2.0,1.0,-1.0
22884,4.0,4.0,0.0
22885,2.0,3.0,1.0
22886,2.0,2.0,0.0
22887,3.0,3.0,0.0
22888,1.0,1.0,0.0
22889,2.0,4.0,2.0
22890,2.0,1.0,-1.0
22969,3.0,3.0,0.0
23018,1.0,1.0,0.0
23117,4.0,1.0,-3.0
23118,4.0,3.0,-1.0
23119,1.0,4.0,3.0
23261,1.0,1.0,0.0
23352,3.0,3.0,0.0
23469,3.0,3.0,0.0
23470,2.0,1.0,-1.0
23473,1.0,3.0,2.0
23583,2.0,3.0,1.0
23625,4.0,2.0,-2.0
23626,3.0,3.0,0.0
23824,3.0,4.0,1.0
23825,1.0,3.0,2.0
23826,2.0,3.0,1.0
23827,2.0,1.0,-1.0
23944,1.0,2.0,1.0
23945,2.0,4.0,2.0
24029,2.0,2.0,0.0
24030,1.0,3.0,2.0
24146,1.0,2.0,1.0
24204,1.0,1.0,0.0
24235,4.0,4.0,0.0
24236,3.0,3.0,0.0
24237,4.0,3.0,-1.0
24242,4.0,3.0,-1.0
24245,1.0,1.0,0.0
24246,1.0,1.0,0.0
24247,2.0,1.0,-1.0
24371,1.0,1.0,0.0
24373,1.0,1.0,0.0
24375,2.0,3.0,1.0
24378,1.0,3.0,2.0
24518,1.0,3.0,2.0
24583,2.0,3.0,1.0
24633,1.0,2.0,1.0
24659,3.0,1.0,-2.0
24660,2.0,3.0,1.0
24750,4.0,2.0,-2.0
24764,1.0,1.0,0.0
24777,3.0,3.0,0.0
24850,1.0,3.0,2.0
24925,1.0,1.0,0.0
24926,3.0,3.0,0.0
24927,3.0,4.0,1.0
25119,1.0,3.0,2.0
25153,1.0,3.0,2.0
25179,2.0,3.0,1.0
25182,2.0,1.0,-1.0
25201,1.0,2.0,1.0
25202,2.0,3.0,1.0
25203,3.0,1.0,-2.0
25306,4.0,2.0,-2.0
25308,1.0,1.0,0.0
25309,4.0,3.0,-1.0
25318,3.0,1.0,-2.0
25346,4.0,1.0,-3.0
25347,2.0,4.0,2.0
25348,3.0,2.0,-1.0
25349,4.0,2.0,-2.0
25512,4.0,3.0,-1.0
25524,3.0,3.0,0.0
25525,1.0,1.0,0.0
25594,3.0,3.0,0.0
25619,3.0,2.0,-1.0
25621,2.0,3.0,1.0
25742,3.0,3.0,0.0
25778,2.0,1.0,-1.0
25779,1.0,3.0,2.0
25913,1.0,2.0,1.0
25914,3.0,1.0,-2.0
25915,3.0,3.0,0.0
25916,3.0,3.0,0.0
25917,1.0,1.0,0.0
25918,1.0,3.0,2.0
25919,1.0,3.0,2.0
26007,1.0,4.0,3.0
26008,2.0,2.0,0.0
26009,2.0,1.0,-1.0
26010,3.0,2.0,-1.0
26011,1.0,2.0,1.0
